course_code,course_name,department_name,year,semester,regulation,category,lecture_hours,tutorial_hours,practical_hours,credits
GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Food Technology,1,2.0,2023.0,Theory,1,0,0,1
FT23211,Food Chemistry Laboratory,Food Technology,1,2.0,2023.0,Laboratory,0,0,4,2
MA23311,Transforms and Applied Partial Differential Equations,Food Technology,2,3.0,2023.0,Theory,3,1,0,4
FT23301,Food Microbiology,Food Technology,2,3.0,2023.0,Theory,3,0,0,3
FT23302,Biochemistry & Nutrition,Food Technology,2,3.0,2023.0,Theory,3,0,0,3
FT23303,Food Process Calculations,Food Technology,2,3.0,2023.0,Theory,3,0,0,3
FT23304,"Fluid Mechanics in Food
Processes",Food Technology,2,3.0,2023.0,Theory,3,0,0,3
FT23305,Food Additives,Food Technology,2,3.0,2023.0,Theory,3,0,0,3
FT23311,Food Microbiology Laboratory,Food Technology,2,3.0,2023.0,Laboratory,0,0,4,2
FT23312,"Biochemistry & Nutrition
Laboratory",Food Technology,2,3.0,2023.0,Laboratory,0,0,4,2
MA23431,"Probability, Statistics and Reliability",Food Technology,2,4.0,2023.0,Theory,3,1,0,4
FT23401,"Unit operations in Food
Industries",Food Technology,2,4.0,2023.0,Theory,3,0,0,3
FT23402,"Food Processing and
Preservation Technology",Food Technology,2,4.0,2023.0,Theory,3,0,0,3
FT23403,"Thermodynamics for Food
Technologists",Food Technology,2,4.0,2023.0,Theory,3,0,0,3
MC23301,"Essence of Indian Traditional Knowledge
(Non-Credit course)",Food Technology,2,4.0,2023.0,Theory,2,0,0,0
GE19304,"Fundamentals of
Management for Engineers",Food Technology,2,4.0,2023.0,Theory,3,0,0,3
CS23411,Python Programming for Machine Learning,Food Technology,2,4.0,2023.0,LOT,1,0,4,3
FT23411,Unit operations in Food Industries Laboratory,Food Technology,2,4.0,2023.0,Laboratory,0,0,4,2
FT23412,Food Processing and Preservation Laboratory,Food Technology,2,4.0,2023.0,Laboratory,0,0,4,2
GE23327,Soft Skills – I,Food Technology,2,4.0,2023.0,Laboratory,0,0,2,1
FT23501,Food Analysis,Food Technology,3,5.0,2023.0,Theory,3,0,0,3
FT23502,Food Product Technology,Food Technology,3,5.0,2023.0,Theory,3,0,0,3
FT23503,"Heat and Mass Transfer in
Food Processing",Food Technology,3,5.0,2023.0,Theory,3,0,0,3
FTPE1,Professional Elective – I,Food Technology,3,5.0,2023.0,Professional Elective,3,0,2,4
FTPE2,Professional Elective – II,Food Technology,3,5.0,2023.0,Professional Elective,3,0,2,4
OE - 1,Open Elective - I,Food Technology,3,5.0,2023.0,Open Elective,3,0,0,3
FT23511,Food Analysis Lab,Food Technology,3,5.0,2023.0,Laboratory,0,0,4,2
FT23512,"Food Product Technology
Laboratory",Food Technology,3,5.0,2023.0,Laboratory,0,0,4,2
GE23427,Soft Skills – II,Food Technology,3,5.0,2023.0,Laboratory,0,0,2,1
FT23601,Professional Ethics,Food Technology,3,6.0,2023.0,Theory,3,0,0,3
FT23602,"Refrigeration and Cold Chain
Management",Food Technology,3,6.0,2023.0,Theory,3,0,0,3
FTPE3,Professional Elective – III,Food Technology,3,6.0,2023.0,Professional Elective,3,0,2,4
FTPE4,Professional Elective – IV,Food Technology,3,6.0,2023.0,Professional Elective,3,0,2,4
OE - 2,Open Elective - II,Food Technology,3,6.0,2023.0,Open Elective,3,0,0,3
CR19P62,Microfluidics Laboratory,Food Technology,3,6.0,2023.0,Laboratory,0,0,4,2
FT23611,"Innovation and Design thinking
for Food Technologists",Food Technology,3,6.0,2023.0,Laboratory,0,0,4,2
FT23701,"Food Quality, Safety Standards
and Certification",Food Technology,4,7.0,2023.0,Theory,3,0,0,3
FT23702,"Comprehensive course for
Food Technologists.",Food Technology,4,7.0,2023.0,Theory,3,0,0,3
FT23703,"Functional Foods and
Nutraceuticals",Food Technology,4,7.0,2023.0,Theory,3,0,0,3
FT23704,Sensory evaluation in foods,Food Technology,4,7.0,2023.0,Theory,3,0,0,2
FTPE5,Professional Elective – V,Food Technology,4,7.0,2023.0,Professional Elective,3,0,0,3
FTPE6,Professional Elective – VI,Food Technology,4,7.0,2023.0,Professional Elective,3,0,0,3
FT23711,"Problem solving using AI-ML
for Food Technologists.",Food Technology,4,7.0,2023.0,LOT,0,0,4,2
FT23801,Internship/ Project Work,Food Technology,4,8.0,2023.0,Laboratory,0,0,20,10
HS23111,Technical Communication -I,Information Technology,1,1.0,2023.0,Theory,2,0,0,2
MA23111,Linear Algebra and Calculus,Information Technology,1,1.0,2023.0,Theory,3,1,0,4
GE23111,Engineering Graphics,Information Technology,1,1.0,2023.0,Theory,2,2,0,4
GE23117,தமிழர் மரபு /Heritage of Tamils,Information Technology,1,1.0,2023.0,Theory,1,0,0,1
EE23133,Basic Electrical and Electronics Engineering,Information Technology,1,1.0,2023.0,Laboratory,3,0,2,4
GE23131,Programming using C,Information Technology,1,1.0,2023.0,LOT,1,0,6,4
GE23122,Engineering Practices – Electrical and Electronics,Information Technology,1,1.0,2023.0,Laboratory,0,0,2,1
MC23112,Environmental Science and Engineering,Information Technology,1,1.0,2023.0,Theory,3,0,0,0
MA23213,Discrete Mathematical Structures ,Information Technology,1,2.0,2023.0,Theory,3,1,0,4
GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Information Technology,1,2.0,2023.0,Theory,1,0,0,1
PH23132,Physics for Information Science,Information Technology,1,2.0,2023.0,LOT,3,0,2,4
EC23331,Microprocessors and Microcontrollers,Information Technology,1,2.0,2023.0,LOT,3,0,2,4
CS23231,Data Structures,Information Technology,1,2.0,2023.0,LOT,3,0,4,5
GE23121,Engineering Practices – Civil and Mechanical,Information Technology,1,2.0,2023.0,Laboratory,0,0,2,1
CS23221,Python Programming Lab,Information Technology,1,2.0,2023.0,Laboratory,0,0,4,2
HS23221/HS23222,Technical Communication II/ English for Professional Competence,Information Technology,1,2.0,2023.0,Laboratory,0,0,2,1
MC23111,Indian Constitution and Freedom Movement,Information Technology,1,2.0,2023.0,Theory,3,0,0,0
MA23312,Fourier series and Number theory,Information Technology,2,3.0,2023.0,Theory,3,1,0,4
EC23314,Analog and Digital Communication,Information Technology,2,3.0,2023.0,Theory,3,0,0,3
CS23331,Design and Analysis of Algorithms,Information Technology,2,3.0,2023.0,LOT,3,0,2,4
CS23332,Database Management Systems,Information Technology,2,3.0,2023.0,LOT,3,0,4,5
CS23333,Object Oriented Programming Using JAVA,Information Technology,2,3.0,2023.0,LOT,1,0,6,4
IT23231,Digital Logic and Computer Architecture,Information Technology,2,3.0,2023.0,LOT,3,0,2,4
MA23435,"Probability, Statistics and Simulation ",Information Technology,2,4.0,2023.0,Theory,3,0,2,4
GE23311,Fundamentals of Management for Engineers,Information Technology,2,4.0,2023.0,Theory,3,0,0,3
OE - 1,Open Elective - I,Information Technology,2,4.0,2023.0,Open Elective,3,0,0,3
CS23431,Operating Systems,Information Technology,2,4.0,2023.0,LOT,3,0,4,5
CS23432,Software Construction,Information Technology,2,4.0,2023.0,LOT,3,0,2,4
IT23431,Software Testing,Information Technology,2,4.0,2023.0,LOT,2,0,2,3
GE23421,Soft Skills – I,Information Technology,2,4.0,2023.0,Laboratory,0,0,2,1
ITPE1,Professional Elective – I,Information Technology,3,5.0,2023.0,Professional Elective,3,0,0,3
IT23511,Automata Theory & Compiler Design,Information Technology,3,5.0,2023.0,Theory,3,0,0,3
IT23531,Computer Vision,Information Technology,3,5.0,2023.0,LOT,3,0,2,4
CS23531,Web Programming,Information Technology,3,5.0,2023.0,LOT,1,0,6,4
AI23231,Principles of Artificial Intelligence,Information Technology,3,5.0,2023.0,LOT,3,0,2,4
CS23532,Computer Networks,Information Technology,3,5.0,2023.0,LOT,3,0,4,5
GE23521,Soft Skills – II,Information Technology,3,5.0,2023.0,Laboratory,0,0,2,1
ITPE2,Professional Elective – II,Information Technology,3,6.0,2023.0,Professional Elective,3,0,0,3
OE - 2,Open Elective - II,Information Technology,3,6.0,2023.0,Open Elective,3,0,0,3
CS23512,Fundamentals of Mobile Computing,Information Technology,3,6.0,2023.0,Theory,3,0,0,3
CS23632,Cryptography and Network Security,Information Technology,3,6.0,2023.0,LOT,2,0,2,3
AI23331,Fundamentals of Machine Learning,Information Technology,3,6.0,2023.0,LOT,3,0,2,4
IT23631,"Design Thinking for Innovation in Information
 Technology",Information Technology,3,6.0,2023.0,LOT,1,0,2,2
CS23621,Mobile Application Development Laboratory,Information Technology,3,6.0,2023.0,Laboratory,0,0,4,2
ITPE3,Professional Elective – III,Information Technology,4,7.0,2023.0,Professional Elective,3,0,0,3
ITPE4,Professional Elective – IV,Information Technology,4,7.0,2023.0,Professional Elective,3,0,0,3
IT23731,Cloud and Big data Architecture,Information Technology,4,7.0,2023.0,LOT,3,0,2,4
IT23721,Data Science using R,Information Technology,4,7.0,2023.0,Laboratory,0,0,4,2
IT23722,Project Work (Phase - I),Information Technology,4,7.0,2023.0,Laboratory,0,0,6,3
ITPE5,Professional Elective – V,Information Technology,4,8.0,2023.0,Professional Elective,3,0,0,3
ITPE6,Professional Elective – VI,Information Technology,4,8.0,2023.0,Professional Elective,3,0,0,3
IT23821,Project Work (Phase - II),Information Technology,4,8.0,2023.0,Laboratory,0,0,12,6
HS23111,Technical Communication -I,Mechanical Engineering,1,1.0,2023.0,Theory,2,0,0,2
MA23112,Algebra and Calculus,Mechanical Engineering,1,1.0,2023.0,Theory,3,1,0,4
GE23111,Engineering Graphics,Mechanical Engineering,1,1.0,2023.0,Theory,2,0,4,4
EC23111,Basic Electronics Engineering,Mechanical Engineering,1,1.0,2023.0,Theory,3,0,0,3
GE23117,தமிழர் மரபு /Heritage of Tamils,Mechanical Engineering,1,1.0,2023.0,Theory,1,0,0,1
PH23131,Physics of Materials,Mechanical Engineering,1,1.0,2023.0,LOT,3,0,2,4
GE23121,Engineering Practices – Civil and Mechanical,Mechanical Engineering,1,1.0,2023.0,Laboratory,0,0,2,1
MC23112,Environmental Science and Engineering,Mechanical Engineering,1,1.0,2023.0,Theory,3,0,0,0
HS23221/HS23222,Technical Communication II/ English for Professional Competence,Mechanical Engineering,1,2.0,2023.0,Theory,0,0,2,1
MA23212,Differential Equations and Complex Variables,Mechanical Engineering,1,2.0,2023.0,Theory,3,1,0,4
GE23211,Engineering Mechanics,Mechanical Engineering,1,2.0,2023.0,Theory,2,1,0,3
GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Mechanical Engineering,1,2.0,2023.0,Theory,1,0,0,1
CY23223,Engineering Chemistry ,Mechanical Engineering,1,2.0,2023.0,LOT,3,0,2,4
EE23132,Basic Electrical Engineering,Mechanical Engineering,1,2.0,2023.0,LOT,3,0,2,4
GE23233,Problem Solving and Python Programming,Mechanical Engineering,1,2.0,2023.0,LOT,2,0,4,4
GE23122,Engineering Practices – Electrical and Electronics,Mechanical Engineering,1,2.0,2023.0,Laboratory,0,0,2,1
ME23311,Engineering Thermodynamics,Mechanical Engineering,2,3.0,2023.0,Theory,3,1,0,4
ME23312,Manufacturing Technology I,Mechanical Engineering,2,3.0,2023.0,Theory,3,0,0,3
ME23313,Kinematics of Machinery,Mechanical Engineering,2,3.0,2023.0,Theory,3,0,0,3
MA23331,Transforms and Statistics,Mechanical Engineering,2,3.0,2023.0,LOT,3,0,2,4
ME23331,Strength of Materials,Mechanical Engineering,2,3.0,2023.0,LOT,3,0,2,4
ME23321,Manufacturing Technology Laboratory I,Mechanical Engineering,2,3.0,2023.0,Laboratory,0,0,2,1
CS23422,Python Programming for Machine Learning,Mechanical Engineering,2,3.0,2023.0,Laboratory,0,0,4,2
ME23411,Engineering Materials and Metallurgy,Mechanical Engineering,2,4.0,2023.0,Theory,3,0,0,3
ME23412,Manufacturing Technology II,Mechanical Engineering,2,4.0,2023.0,Theory,3,0,0,3
ME23431,Dynamics of Machines,Mechanical Engineering,2,4.0,2023.0,LOT,3,0,3,4
ME23432,Fluid Mechanics and Machinery,Mechanical Engineering,2,4.0,2023.0,LOT,3,0,3,4
ME23433,Thermal Engineering,Mechanical Engineering,2,4.0,2023.0,LOT,3,0,3,4
GE23421,Soft Skills – I,Mechanical Engineering,2,4.0,2023.0,Laboratory,0,0,2,1
ME23421,Computer Aided Machine Drawing Laboratory,Mechanical Engineering,2,4.0,2023.0,Laboratory,0,0,4,2
ME23422,"Manufacturing Technology
 Laboratory II",Mechanical Engineering,2,4.0,2023.0,Laboratory,0,0,4,2
GE23511,Economics for Engineers,Mechanical Engineering,3,5.0,2023.0,Theory,3,0,0,3
ME23511,Machine Design,Mechanical Engineering,3,5.0,2023.0,Theory,3,0,0,3
MEPE1,Professional Elective – I,Mechanical Engineering,3,5.0,2023.0,Professional Elective,3,0,0,3
OE - 1,Open Elective - I,Mechanical Engineering,3,5.0,2023.0,Open Elective,3,0,0,3
ME23531,Heat and Mass Transfer,Mechanical Engineering,3,5.0,2023.0,LOT,3,0,2,4
ME23532,Metrology and Measurements,Mechanical Engineering,3,5.0,2023.0,LOT,3,0,2,4
GE23521,Soft Skills – II,Mechanical Engineering,3,5.0,2023.0,Laboratory,0,0,2,1
ME23521,Component Modeling Laboratory,Mechanical Engineering,3,5.0,2023.0,Laboratory,0,0,4,2
ME23611,Additive Manufacturing,Mechanical Engineering,3,6.0,2023.0,Theory,3,0,0,3
ME23612,Design of Transmission systems,Mechanical Engineering,3,6.0,2023.0,Theory,3,0,0,3
ME23613,Finite Element Analysis,Mechanical Engineering,3,6.0,2023.0,Theory,3,0,0,3
ME23614,Total Quality Management,Mechanical Engineering,3,6.0,2023.0,Theory,3,0,0,3
MEPE2,Professional Elective – II,Mechanical Engineering,3,6.0,2023.0,Professional Elective,3,0,0,3
OE - 2,Open Elective - II,Mechanical Engineering,3,6.0,2023.0,Open Elective,3,0,0,3
ME23631,Robotics Laboratory,Mechanical Engineering,3,6.0,2023.0,Laboratory,1,0,2,2
GE23621,Problem Solving Techniques,Mechanical Engineering,3,6.0,2023.0,Laboratory,0,0,2,1
ME23622,"Simulation and Analysis
 Laboratory",Mechanical Engineering,3,6.0,2023.0,Laboratory,0,0,3,2
ME23623,"Innovation and Design thinking for
 Mechanical Engineer",Mechanical Engineering,3,6.0,2023.0,Laboratory,0,0,3,2
ME23711,"Process Planning and Cost
 Estimation",Mechanical Engineering,4,7.0,2023.0,Theory,3,0,0,3
MEPE3,Professional Elective – III,Mechanical Engineering,4,7.0,2023.0,Professional Elective,3,0,0,3
MEPE4,Professional Elective – IV,Mechanical Engineering,4,7.0,2023.0,Professional Elective,3,0,0,3
ME23731,"Artificial Intelligence for
 Mechanical Engineers",Mechanical Engineering,4,7.0,2023.0,LOT,2,0,4,4
ME23732,Mechatronics,Mechanical Engineering,4,7.0,2023.0,LOT,3,0,2,4
ME23721,Comprehension,Mechanical Engineering,4,7.0,2023.0,Laboratory,0,0,2,1
ME23723,Project Work (Phase - I),Mechanical Engineering,4,7.0,2023.0,Laboratory,0,0,2,1
MEPE5,Professional Elective – V,Mechanical Engineering,4,8.0,2023.0,Professional Elective,3,0,0,3
ME23821,Project Work,Mechanical Engineering,4,8.0,2023.0,Laboratory,0,0,18,9
HS23111,Technical Communication -I,Mechatronics Engineering,1,1.0,2023.0,Theory,2,0,0,2
MA23112,Algebra and Calculus,Mechatronics Engineering,1,1.0,2023.0,Theory,3,1,0,4
GE23111,Engineering Graphics,Mechatronics Engineering,1,1.0,2023.0,Theory,2,2,0,4
GE23211,Engineering Mechanics,Mechatronics Engineering,1,1.0,2023.0,Theory,2,1,0,3
GE23117,தமிழர் மரபு /Heritage of Tamils,Mechatronics Engineering,1,1.0,2023.0,Theory,1,0,0,1
EE23132,Basic Electrical Engineering,Mechatronics Engineering,1,1.0,2023.0,LOT,3,0,2,4
GE23121,Engineering Practices – Civil and Mechanical,Mechatronics Engineering,1,1.0,2023.0,Laboratory,0,0,2,1
GE23122,Engineering Practices – Electrical and Electronics,Mechatronics Engineering,1,1.0,2023.0,Laboratory,0,0,2,1
MT23121,Computer Aided Drawing Lab,Mechatronics Engineering,1,1.0,2023.0,Laboratory,0,0,2,1
MC23112,Environmental Science and Engineering,Mechatronics Engineering,1,1.0,2023.0,Theory,3,0,0,0
MA23212,Differential Equation and Analytical Functions,Mechatronics Engineering,1,2.0,2023.0,Theory,3,1,0,4
GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Mechatronics Engineering,1,2.0,2023.0,Theory,1,0,0,1
CY23312,Chemistry for Electronics Engineering,Mechatronics Engineering,1,2.0,2023.0,LOT,3,0,2,4
PH23141,Physics of Materials,Mechatronics Engineering,1,2.0,2023.0,LOT,3,0,2,4
GE23131,Programming using C,Mechatronics Engineering,1,2.0,2023.0,LOT,1,0,6,4
MT23131,Elements of Mechatronics,Mechatronics Engineering,1,2.0,2023.0,LOT,2,0,2,3
HS23222/HS23223,Technical Communication II / English for Professional Competence,Mechatronics Engineering,1,2.0,2023.0,Laboratory,0,0,2,1
MC23111,Indian Constitution and Freedom Movement,Mechatronics Engineering,1,2.0,2023.0,Theory,3,0,0,0
MA23311,Transforms and Applied Partial Differential Equations,Mechatronics Engineering,2,3.0,2023.0,Theory,3,1,0,4
MT23311,Analog Circuits and Drives,Mechatronics Engineering,2,3.0,2023.0,LOT,2,0,2,3
MT23313,Mechanics of Solids,Mechatronics Engineering,2,3.0,2023.0,LOT,3,0,2,4
MT23332,Digital System Design,Mechatronics Engineering,2,3.0,2023.0,LOT,2,0,2,3
MT23431,Manufacturing Technology,Mechatronics Engineering,2,3.0,2023.0,LOT,3,0,2,4
GE23233,Problem Solving and Python Programming,Mechatronics Engineering,2,3.0,2023.0,LOT,2,0,4,4
MA23432,Statistics and Numerical Methods,Mechatronics Engineering,2,4.0,2023.0,LOT,3,0,2,4
MT23312,Fluid mechanics and Thermal Sciences,Mechatronics Engineering,2,4.0,2023.0,Theory,3,0,0,3
OE - 1,Open Elective - I,Mechatronics Engineering,2,4.0,2023.0,Open Elective,3,0,0,3
MT23432,Microcontrollers and Embedded Systems,Mechatronics Engineering,2,4.0,2023.0,LOT,3,0,2,4
MT23433,Sensors and Instrumentation,Mechatronics Engineering,2,4.0,2023.0,LOT,3,0,2,4
MT23434,System Dynamics and Control,Mechatronics Engineering,2,4.0,2023.0,LOT,2,0,2,3
MT23421,Fluid mechanics and Thermal Sciences Laboratory,Mechatronics Engineering,2,4.0,2023.0,Laboratory,0,0,4,2
GE23327,Soft Skills – I,Mechatronics Engineering,2,4.0,2023.0,Laboratory,0,0,2,1
MT23511,Design of Mechatronics System,Mechatronics Engineering,3,5.0,2023.0,Theory,3,0,0,3
MT23532,Theory of Machines And Mechanisms,Mechatronics Engineering,3,5.0,2023.0,Theory,3,1,0,4
OE - 2,Open Elective - II,Mechatronics Engineering,3,5.0,2023.0,Open Elective,3,0,0,3
MTPE1,Professional Elective – I,Mechatronics Engineering,3,5.0,2023.0,Professional Elective,3,0,0,3
MT23531,Industrial Electronics,Mechatronics Engineering,3,5.0,2023.0,LOT,3,0,2,4
MT23533,Python Programming for Machine Learning,Mechatronics Engineering,3,5.0,2023.0,LOT,1,0,4,3
MT23521,Theory of Machines Laboratory,Mechatronics Engineering,3,5.0,2023.0,Laboratory,0,0,2,1
MT23521,Industry Internship,Mechatronics Engineering,3,5.0,2023.0,Laboratory,0,0,2,1
GE23427,Soft Skills – II,Mechatronics Engineering,3,5.0,2023.0,Laboratory,0,0,2,1
GE23311,Fundamentals of Management for Engineers,Mechatronics Engineering,3,6.0,2023.0,Theory,3,0,0,3
MT23611,Fundamentals of Machine Design,Mechatronics Engineering,3,6.0,2023.0,Theory,2,1,0,3
MTPE2,Professional Elective – II,Mechatronics Engineering,3,6.0,2023.0,Professional Elective,3,0,0,3
MT23631,Industrial Robotics,Mechatronics Engineering,3,6.0,2023.0,LOT,2,0,4,4
MT23632,Applied Hydraulics and Pneumatics,Mechatronics Engineering,3,6.0,2023.0,LOT,2,0,4,4
GE23621,Problem Solving Techniques,Mechatronics Engineering,3,6.0,2023.0,Laboratory,1,0,2,2
MT23621,Design Thinking For Innovation In Mechatronics Engineering,Mechatronics Engineering,3,6.0,2023.0,Laboratory,0,0,2,1
MTPE3,Professional Elective – III,Mechatronics Engineering,4,7.0,2023.0,Professional Elective,3,0,0,3
MTPE4,Professional Elective – IV,Mechatronics Engineering,4,7.0,2023.0,Professional Elective,3,0,0,3
MT23731,Industrial Automation,Mechatronics Engineering,4,7.0,2023.0,LOT,2,0,4,4
MT23732,Machine Vision,Mechatronics Engineering,4,7.0,2023.0,LOT,2,0,4,4
MT23721,Computer Aided Engineering Laboratory,Mechatronics Engineering,4,7.0,2023.0,Laboratory,0,0,2,1
MT23721,"Mechatronics Engineering Problem Solving using AI, ML and DL",Mechatronics Engineering,4,7.0,2023.0,Laboratory,0,0,4,2
MT23722,Project Work (Phase - I),Mechatronics Engineering,4,7.0,2023.0,Laboratory,0,0,4,2
MTPE5,Professional Elective – V,Mechatronics Engineering,4,8.0,2023.0,Professional Elective,3,0,0,3
MTPE6,Professional Elective – VI,Mechatronics Engineering,4,8.0,2023.0,Professional Elective,3,0,0,3
MT23821,Project Work (Phase - II),Mechatronics Engineering,4,8.0,2023.0,Laboratory,0,0,16,8
HS23111,Technical Communication -I,Robotics and Automation,1,1.0,2023.0,Theory,2,0,0,2
MA23112,Algebra and Calculus,Robotics and Automation,1,1.0,2023.0,Theory,3,1,0,4
GE23111,Engineering Graphics,Robotics and Automation,1,1.0,2023.0,Theory,2,2,0,4
RO23111,Introduction To Mechanical Systems,Robotics and Automation,1,1.0,2023.0,Theory,2,1,0,3
EE23132,Basic Electrical Engineering,Robotics and Automation,1,1.0,2023.0,LOT,3,0,2,4
GE23121,Engineering Practices – Civil and Mechanical,Robotics and Automation,1,1.0,2023.0,Laboratory,0,0,2,1
GE23122,Engineering Practices – Electrical and Electronics,Robotics and Automation,1,1.0,2023.0,Laboratory,0,0,2,1
MC23112,Environmental Science and Engineering,Robotics and Automation,1,1.0,2023.0,Theory,3,0,0,0
GE23117,தமிழர் மரபு /Heritage of Tamils,Robotics and Automation,1,1.0,2023.0,Theory,1,0,0,1
MA23212,Differential Equations and Complex Variables,Robotics and Automation,1,2.0,2023.0,Theory,3,1,0,4
CY23131,Chemistry For Electronics Engineering,Robotics and Automation,1,2.0,2023.0,LOT,3,0,2,4
PH23131,Physics of Materials,Robotics and Automation,1,2.0,2023.0,LOT,3,0,2,4
GE23233,Problem Solving and Python Programming,Robotics and Automation,1,2.0,2023.0,LOT,2,0,4,4
HS23221/HS23222,Technical Communication II/ English for Professional Competence,Robotics and Automation,1,2.0,2023.0,Laboratory,0,0,2,1
RO23221,Computer Aided Modeling Laboratory,Robotics and Automation,1,2.0,2023.0,Laboratory,0,0,4,2
GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Robotics and Automation,1,2.0,2023.0,Theory,1,0,0,1
MC23111,Indian Constitution and Freedom Movement,Robotics and Automation,1,2.0,2023.0,Theory,3,0,0,0
MA23311,Transforms and Applied Partial Differential Equations,Robotics and Automation,2,3.0,2023.0,Theory,3,1,0,4
RO23311,Analog and Digital Electronics,Robotics and Automation,2,3.0,2023.0,Theory,3,0,0,3
RO23312,Theory of Mechanisms and Machines-I,Robotics and Automation,2,3.0,2023.0,Theory,3,1,0,4
RO23313,Sensors in Automation,Robotics and Automation,2,3.0,2023.0,Theory,3,0,0,3
RO23331,Elements of Manufacturing Process,Robotics and Automation,2,3.0,2023.0,LOT,2,0,2,3
RO23332,Mechanics of Materials,Robotics and Automation,2,3.0,2023.0,LOT,3,0,2,4
CS23422,Python Programming for Machine Learning,Robotics and Automation,2,3.0,2023.0,Laboratory,0,0,4,2
RO23411,Fluid Power Systems,Robotics and Automation,2,4.0,2023.0,Theory,3,0,0,3
RO23412,Industrial Automation and Control,Robotics and Automation,2,4.0,2023.0,Theory,3,1,0,4
RO23413,Microcontrollers and Real Time Embedded Systems,Robotics and Automation,2,4.0,2023.0,Theory,3,0,0,3
RO23414,Robot Kinematics and Dynamics,Robotics and Automation,2,4.0,2023.0,Theory,3,1,0,4
MA23432,Statistics and Numerical Methods,Robotics and Automation,2,4.0,2023.0,LOT,3,0,2,4
RO23421,Mechanisms and  Robotics laboratory,Robotics and Automation,2,4.0,2023.0,Laboratory,0,0,4,2
RO23422,"Industrial Automation 
 Laboratory-I",Robotics and Automation,2,4.0,2023.0,Laboratory,0,0,4,2
GE23427,Soft Skills – II,Robotics and Automation,2,4.0,2023.0,Laboratory,0,0,2,1
RO23511,AI for Robotics,Robotics and Automation,3,5.0,2023.0,Theory,3,0,0,3
RO23512,Theory of Mechanisms and Machines-II,Robotics and Automation,3,5.0,2023.0,Theory,3,1,0,4
ME23511,Machine Design,Robotics and Automation,3,5.0,2023.0,Theory,3,0,0,3
OE - 1,Open Elective - I,Robotics and Automation,3,5.0,2023.0,Open Elective,3,0,0,3
ROPE1,Professional Elective – I,Robotics and Automation,3,5.0,2023.0,Professional Elective,3,0,0,3
RO23521,Mobile Robotics laboratory,Robotics and Automation,3,5.0,2023.0,Laboratory,0,0,4,2
RO23522,"Industrial Automation 
 Laboratory-II",Robotics and Automation,3,5.0,2023.0,Laboratory,0,0,4,2
RO23523,Internship,Robotics and Automation,3,5.0,2023.0,Laboratory,0,0,2,1
GE23521,Soft Skills – II,Robotics and Automation,3,5.0,2023.0,Laboratory,0,0,2,1
ME23612,Design of Transmission systems,Robotics and Automation,3,6.0,2023.0,Theory,3,0,0,3
RO23611,Resource Management Techniques,Robotics and Automation,3,6.0,2023.0,Theory,3,1,0,4
ROPE2,Professional Elective – II,Robotics and Automation,3,6.0,2023.0,Professional Elective,3,0,0,3
ROPE3,Professional Elective – III,Robotics and Automation,3,6.0,2023.0,Professional Elective,3,0,0,3
RO23631,Robotic operating System,Robotics and Automation,3,6.0,2023.0,LOT,2,0,2,3
RO23632,Robotic Vision and Intelligence,Robotics and Automation,3,6.0,2023.0,LOT,3,0,2,4
RO23621,"Innovation and Design
 thinking for Robotics and
 Automation",Robotics and Automation,3,6.0,2023.0,LOT,0,1,2,2
GE23627,Problem Solving Techniques,Robotics and Automation,3,6.0,2023.0,Laboratory,0,0,2,1
RO23711,Aerial Robotics,Robotics and Automation,4,7.0,2023.0,Theory,3,0,0,3
RO23712,Humanoid Robotics,Robotics and Automation,4,7.0,2023.0,Theory,3,0,0,3
ROPE4,Professional Elective – IV,Robotics and Automation,4,7.0,2023.0,Professional Elective,3,0,0,3
OE - 2,Open Elective - II,Robotics and Automation,4,7.0,2023.0,Open Elective,3,0,0,3
RO23731,"Robot Path Planning and 
 Programming",Robotics and Automation,4,7.0,2023.0,LOT,3,0,2,4
RO23721,"Robotics and Automation Problem Solving using AI, ML and DL",Robotics and Automation,4,7.0,2023.0,Laboratory,0,0,4,2
RO23722,Project Work (Phase - I),Robotics and Automation,4,7.0,2023.0,Laboratory,0,0,4,2
ROPE5,Professional Elective – V,Robotics and Automation,4,8.0,2023.0,Professional Elective,3,0,0,3
ROPE6,Professional Elective – VI,Robotics and Automation,4,8.0,2023.0,Professional Elective,3,0,0,3
RO23821,Project Work (Phase - II),Robotics and Automation,4,8.0,2023.0,Laboratory,0,0,16,8
